15,05
16,75
17,35
18,85
20,05
14,3
13,5
13,95
12,3
10,55
13,2
12,2
10,7
9,45
10,7
12,35
12,3
12,15
12,85
14,05
16,15
11,55
10,6
9,65
10,05
9,9
10,85
11,25
12
12,7
12,15
10,9
10,15
9,55
13,25
9
8,9
